[header]
width=16
height=32
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=../cs3113/assets/sprite_sheets/arne_sprites.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,50,0,0,50,0,0,0,0,0,4,
4,0,0,0,0,0,17,17,17,17,0,0,0,0,0,4,
4,0,0,0,0,17,35,35,35,34,17,0,0,0,0,4,
4,0,0,0,0,17,35,35,35,34,17,0,0,0,0,4,
4,0,0,0,7,0,0,0,0,0,0,7,0,0,0,4,
4,0,0,7,0,0,0,0,0,0,0,0,7,0,0,4,
4,0,7,0,0,0,0,0,0,0,0,0,0,7,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,6,6,6,0,0,0,0,0,0,0,0,6,6,6,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,6,6,6,6,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,6,6,6,0,0,0,0,0,0,0,0,6,6,6,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,6,6,6,6,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,6,6,6,0,0,0,0,0,0,0,0,6,6,6,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,6,6,6,6,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,6,6,6,0,0,0,0,0,0,0,0,6,6,6,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,6,6,6,6,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,6,6,6,0,0,0,0,0,0,0,0,6,6,6,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4

