[header]
width=32
height=16
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=../cs3113/assets/sprite_sheets/arne_sprites.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,
5,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,5,
5,0,0,0,0,0,35,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,34,0,0,0,0,5,
5,0,0,0,0,0,35,35,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,34,34,0,0,0,0,5,
5,0,0,0,0,0,35,35,35,35,4,0,0,0,0,0,0,0,0,0,0,0,4,35,34,34,34,0,0,0,0,5,
5,0,0,0,0,0,35,35,35,35,35,4,0,0,0,0,0,0,0,0,0,4,35,34,34,34,34,0,0,0,0,5,
5,0,0,0,0,0,35,35,35,35,35,35,4,4,4,4,4,4,4,4,4,4,34,34,34,34,34,0,0,0,0,5,
5,50,0,0,0,0,35,35,35,35,35,35,35,35,4,4,4,4,4,4,34,34,34,34,34,34,34,0,0,0,50,4,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36

